id,course_id,student_id,created_at,updated_at
76044,213,76045,2022-03-03 09:45:22.957679,2022-03-03 09:45:22.957679
76045,213,76046,2022-03-03 09:45:24.177712,2022-03-03 09:45:24.177712
76046,213,76047,2022-03-03 09:45:25.418898,2022-03-03 09:45:25.418898
76047,213,76048,2022-03-03 09:45:26.635145,2022-03-03 09:45:26.635145
76048,213,76049,2022-03-03 09:45:27.942904,2022-03-03 09:45:27.942904
76049,213,76050,2022-03-03 09:45:29.262999,2022-03-03 09:45:29.262999
76050,213,76051,2022-03-03 09:45:30.658816,2022-03-03 09:45:30.658816
76051,213,76052,2022-03-03 09:45:32.056416,2022-03-03 09:45:32.056416
76052,213,76053,2022-03-03 09:45:33.331809,2022-03-03 09:45:33.331809
76053,213,76054,2022-03-03 09:45:34.618764,2022-03-03 09:45:34.618764
76054,213,76055,2022-03-03 09:45:35.981206,2022-03-03 09:45:35.981206
76055,213,76056,2022-03-03 09:45:37.267231,2022-03-03 09:45:37.267231
76056,213,76057,2022-03-03 09:45:38.527297,2022-03-03 09:45:38.527297
76057,213,76058,2022-03-03 09:45:39.935841,2022-03-03 09:45:39.935841
76058,213,76059,2022-03-03 09:45:41.205735,2022-03-03 09:45:41.205735
76059,213,76060,2022-03-03 09:45:42.423167,2022-03-03 09:45:42.423167
76060,213,76061,2022-03-03 09:45:43.71284,2022-03-03 09:45:43.71284
76061,213,76062,2022-03-03 09:45:44.98466,2022-03-03 09:45:44.98466
76062,213,76063,2022-03-03 09:45:46.199263,2022-03-03 09:45:46.199263
76063,213,76064,2022-03-03 09:45:47.375815,2022-03-03 09:45:47.375815
76064,213,76065,2022-03-03 09:45:48.629738,2022-03-03 09:45:48.629738
76065,213,76066,2022-03-03 09:45:49.882578,2022-03-03 09:45:49.882578
76066,213,76067,2022-03-03 09:45:51.136376,2022-03-03 09:45:51.136376
76067,213,76068,2022-03-03 09:45:52.394085,2022-03-03 09:45:52.394085
76068,213,76069,2022-03-03 09:45:53.630325,2022-03-03 09:45:53.630325
76069,213,76070,2022-03-03 09:45:54.891704,2022-03-03 09:45:54.891704
76070,213,76071,2022-03-03 09:45:56.200583,2022-03-03 09:45:56.200583
76071,213,76072,2022-03-03 09:45:57.500317,2022-03-03 09:45:57.500317
76072,213,76073,2022-03-03 09:45:58.73163,2022-03-03 09:45:58.73163
76073,213,76074,2022-03-03 09:46:00.035746,2022-03-03 09:46:00.035746
76074,213,76075,2022-03-03 09:46:01.34391,2022-03-03 09:46:01.34391
76075,213,76076,2022-03-03 09:46:02.677147,2022-03-03 09:46:02.677147
76076,213,76077,2022-03-03 09:46:03.964928,2022-03-03 09:46:03.964928
76077,214,76078,2022-03-03 09:46:05.171263,2022-03-03 09:46:05.171263
76078,214,76079,2022-03-03 09:46:06.411594,2022-03-03 09:46:06.411594
76079,214,76080,2022-03-03 09:46:07.661193,2022-03-03 09:46:07.661193
76080,214,76081,2022-03-03 09:46:08.979696,2022-03-03 09:46:08.979696
76081,214,76082,2022-03-03 09:46:10.229576,2022-03-03 09:46:10.229576
76082,214,76083,2022-03-03 09:46:11.567296,2022-03-03 09:46:11.567296
76083,214,76084,2022-03-03 09:46:12.809085,2022-03-03 09:46:12.809085
76084,214,76085,2022-03-03 09:46:14.110968,2022-03-03 09:46:14.110968
76085,214,76086,2022-03-03 09:46:15.370286,2022-03-03 09:46:15.370286
76086,214,76087,2022-03-03 09:46:16.674115,2022-03-03 09:46:16.674115
76087,214,76088,2022-03-03 09:46:17.978562,2022-03-03 09:46:17.978562
76088,214,76089,2022-03-03 09:46:19.241297,2022-03-03 09:46:19.241297
77240,225,77241,2022-03-03 10:09:21.094482,2022-03-03 10:09:21.094482
77241,225,77242,2022-03-03 10:09:22.339656,2022-03-03 10:09:22.339656
77242,225,77243,2022-03-03 10:09:23.457263,2022-03-03 10:09:23.457263
77243,225,77244,2022-03-03 10:09:24.605246,2022-03-03 10:09:24.605246
77244,225,77245,2022-03-03 10:09:25.769846,2022-03-03 10:09:25.769846
77245,225,77246,2022-03-03 10:09:27.014778,2022-03-03 10:09:27.014778
77246,225,77247,2022-03-03 10:09:28.146998,2022-03-03 10:09:28.146998
77247,225,77248,2022-03-03 10:09:29.397768,2022-03-03 10:09:29.397768
77248,225,77249,2022-03-03 10:09:30.546061,2022-03-03 10:09:30.546061
77249,225,77250,2022-03-03 10:09:31.760927,2022-03-03 10:09:31.760927
77250,225,77251,2022-03-03 10:09:32.920976,2022-03-03 10:09:32.920976
77251,225,77252,2022-03-03 10:09:34.083003,2022-03-03 10:09:34.083003
77252,225,77253,2022-03-03 10:09:35.24703,2022-03-03 10:09:35.24703
77253,225,77254,2022-03-03 10:09:36.465246,2022-03-03 10:09:36.465246
77254,225,77255,2022-03-03 10:09:37.64944,2022-03-03 10:09:37.64944
77255,225,77256,2022-03-03 10:09:38.813493,2022-03-03 10:09:38.813493
77256,225,77257,2022-03-03 10:09:40.182144,2022-03-03 10:09:40.182144
77257,225,77258,2022-03-03 10:09:41.315426,2022-03-03 10:09:41.315426
77258,225,77259,2022-03-03 10:09:42.462754,2022-03-03 10:09:42.462754
77259,225,77260,2022-03-03 10:09:43.570848,2022-03-03 10:09:43.570848
77260,225,77261,2022-03-03 10:09:44.776586,2022-03-03 10:09:44.776586
77261,225,77262,2022-03-03 10:09:46.005794,2022-03-03 10:09:46.005794
77262,225,77263,2022-03-03 10:09:47.243705,2022-03-03 10:09:47.243705
77263,225,77264,2022-03-03 10:09:48.3781,2022-03-03 10:09:48.3781
77264,225,77265,2022-03-03 10:09:49.592018,2022-03-03 10:09:49.592018
77265,225,77266,2022-03-03 10:09:50.763338,2022-03-03 10:09:50.763338
76089,214,76090,2022-03-03 09:46:20.463944,2022-03-03 09:46:20.463944
76090,214,76091,2022-03-03 09:46:21.70087,2022-03-03 09:46:21.70087
76091,214,76092,2022-03-03 09:46:23.031983,2022-03-03 09:46:23.031983
76092,214,76093,2022-03-03 09:46:24.25058,2022-03-03 09:46:24.25058
76093,214,76094,2022-03-03 09:46:25.499969,2022-03-03 09:46:25.499969
76094,214,76095,2022-03-03 09:46:26.757973,2022-03-03 09:46:26.757973
76095,214,76096,2022-03-03 09:46:28.045186,2022-03-03 09:46:28.045186
76096,214,76097,2022-03-03 09:46:29.264172,2022-03-03 09:46:29.264172
76097,214,76098,2022-03-03 09:46:30.524121,2022-03-03 09:46:30.524121
76098,214,76099,2022-03-03 09:46:31.787446,2022-03-03 09:46:31.787446
76099,214,76100,2022-03-03 09:46:33.055826,2022-03-03 09:46:33.055826
76100,214,76101,2022-03-03 09:46:34.315944,2022-03-03 09:46:34.315944
76101,214,76102,2022-03-03 09:46:35.503793,2022-03-03 09:46:35.503793
76102,214,76103,2022-03-03 09:46:36.752581,2022-03-03 09:46:36.752581
76103,214,76104,2022-03-03 09:46:38.05052,2022-03-03 09:46:38.05052
76104,214,76105,2022-03-03 09:46:39.245622,2022-03-03 09:46:39.245622
76105,214,76106,2022-03-03 09:46:40.557619,2022-03-03 09:46:40.557619
76106,214,76107,2022-03-03 09:46:41.749302,2022-03-03 09:46:41.749302
76107,214,76108,2022-03-03 09:46:43.001285,2022-03-03 09:46:43.001285
76108,214,76109,2022-03-03 09:46:44.266709,2022-03-03 09:46:44.266709
76109,214,76110,2022-03-03 09:46:45.436151,2022-03-03 09:46:45.436151
76110,214,76111,2022-03-03 09:46:46.659017,2022-03-03 09:46:46.659017
76111,214,76112,2022-03-03 09:46:47.823248,2022-03-03 09:46:47.823248
76112,214,76113,2022-03-03 09:46:49.041978,2022-03-03 09:46:49.041978
76113,214,76114,2022-03-03 09:46:50.47902,2022-03-03 09:46:50.47902
76114,214,76115,2022-03-03 09:46:51.711706,2022-03-03 09:46:51.711706
76115,214,76116,2022-03-03 09:46:52.920943,2022-03-03 09:46:52.920943
76116,214,76117,2022-03-03 09:46:54.154171,2022-03-03 09:46:54.154171
76117,214,76118,2022-03-03 09:46:55.33204,2022-03-03 09:46:55.33204
76118,214,76119,2022-03-03 09:46:56.558859,2022-03-03 09:46:56.558859
76119,214,76120,2022-03-03 09:46:57.794919,2022-03-03 09:46:57.794919
76120,214,76121,2022-03-03 09:46:59.113771,2022-03-03 09:46:59.113771
76121,214,76122,2022-03-03 09:47:00.440612,2022-03-03 09:47:00.440612
76122,214,76123,2022-03-03 09:47:01.715534,2022-03-03 09:47:01.715534
76123,214,76124,2022-03-03 09:47:02.979162,2022-03-03 09:47:02.979162
76124,214,76125,2022-03-03 09:47:04.255235,2022-03-03 09:47:04.255235
76125,214,76126,2022-03-03 09:47:05.518777,2022-03-03 09:47:05.518777
76126,214,76127,2022-03-03 09:47:06.760611,2022-03-03 09:47:06.760611
76127,214,76128,2022-03-03 09:47:07.932734,2022-03-03 09:47:07.932734
76128,214,76129,2022-03-03 09:47:09.206315,2022-03-03 09:47:09.206315
76129,214,76130,2022-03-03 09:47:10.400279,2022-03-03 09:47:10.400279
76130,214,76131,2022-03-03 09:47:11.602463,2022-03-03 09:47:11.602463
76131,214,76132,2022-03-03 09:47:12.827619,2022-03-03 09:47:12.827619
76132,214,76133,2022-03-03 09:47:14.073759,2022-03-03 09:47:14.073759
76133,214,76134,2022-03-03 09:47:15.264896,2022-03-03 09:47:15.264896
76134,214,76135,2022-03-03 09:47:16.440666,2022-03-03 09:47:16.440666
76135,214,76136,2022-03-03 09:47:17.632146,2022-03-03 09:47:17.632146
76136,214,76137,2022-03-03 09:47:18.827354,2022-03-03 09:47:18.827354
76137,214,76138,2022-03-03 09:47:20.112816,2022-03-03 09:47:20.112816
76138,214,76139,2022-03-03 09:47:21.295006,2022-03-03 09:47:21.295006
76139,214,76140,2022-03-03 09:47:22.53366,2022-03-03 09:47:22.53366
76140,214,76141,2022-03-03 09:47:23.733133,2022-03-03 09:47:23.733133
76141,214,76142,2022-03-03 09:47:24.965558,2022-03-03 09:47:24.965558
76142,214,76143,2022-03-03 09:47:26.223668,2022-03-03 09:47:26.223668
76143,214,76144,2022-03-03 09:47:27.475787,2022-03-03 09:47:27.475787
76144,214,76145,2022-03-03 09:47:28.652288,2022-03-03 09:47:28.652288
76145,214,76146,2022-03-03 09:47:29.815865,2022-03-03 09:47:29.815865
76146,214,76147,2022-03-03 09:47:31.004166,2022-03-03 09:47:31.004166
76147,214,76148,2022-03-03 09:47:32.252061,2022-03-03 09:47:32.252061
76148,214,76149,2022-03-03 09:47:33.508862,2022-03-03 09:47:33.508862
76149,214,76150,2022-03-03 09:47:34.753643,2022-03-03 09:47:34.753643
76150,214,76151,2022-03-03 09:47:35.933123,2022-03-03 09:47:35.933123
76151,214,76152,2022-03-03 09:47:37.164088,2022-03-03 09:47:37.164088
76152,214,76153,2022-03-03 09:47:38.3742,2022-03-03 09:47:38.3742
76153,214,76154,2022-03-03 09:47:39.573186,2022-03-03 09:47:39.573186
76154,214,76155,2022-03-03 09:47:40.888827,2022-03-03 09:47:40.888827
76155,214,76156,2022-03-03 09:47:42.065038,2022-03-03 09:47:42.065038
76156,214,76157,2022-03-03 09:47:43.27312,2022-03-03 09:47:43.27312
76157,214,76158,2022-03-03 09:47:44.507344,2022-03-03 09:47:44.507344
76158,214,76159,2022-03-03 09:47:45.728587,2022-03-03 09:47:45.728587
76159,214,76160,2022-03-03 09:47:46.924484,2022-03-03 09:47:46.924484
76160,214,76161,2022-03-03 09:47:48.100779,2022-03-03 09:47:48.100779
76161,214,76162,2022-03-03 09:47:49.295324,2022-03-03 09:47:49.295324
76162,214,76163,2022-03-03 09:47:50.575394,2022-03-03 09:47:50.575394
76163,214,76164,2022-03-03 09:47:51.855546,2022-03-03 09:47:51.855546
76164,214,76165,2022-03-03 09:47:53.050709,2022-03-03 09:47:53.050709
76165,214,76166,2022-03-03 09:47:54.345152,2022-03-03 09:47:54.345152
76166,214,76167,2022-03-03 09:47:55.593503,2022-03-03 09:47:55.593503
76167,214,76168,2022-03-03 09:47:56.856883,2022-03-03 09:47:56.856883
76168,214,76169,2022-03-03 09:47:58.025056,2022-03-03 09:47:58.025056
76169,214,76170,2022-03-03 09:47:59.328246,2022-03-03 09:47:59.328246
76170,214,76171,2022-03-03 09:48:00.678439,2022-03-03 09:48:00.678439
76171,214,76172,2022-03-03 09:48:01.964285,2022-03-03 09:48:01.964285
76172,214,76173,2022-03-03 09:48:03.292504,2022-03-03 09:48:03.292504
76173,214,76174,2022-03-03 09:48:04.535754,2022-03-03 09:48:04.535754
76174,214,76175,2022-03-03 09:48:05.712854,2022-03-03 09:48:05.712854
76175,214,76176,2022-03-03 09:48:06.843529,2022-03-03 09:48:06.843529
76176,214,76177,2022-03-03 09:48:08.017884,2022-03-03 09:48:08.017884
76177,215,76178,2022-03-03 09:48:09.227702,2022-03-03 09:48:09.227702
76178,215,76179,2022-03-03 09:48:10.437439,2022-03-03 09:48:10.437439
76179,215,76180,2022-03-03 09:48:11.695722,2022-03-03 09:48:11.695722
76180,215,76181,2022-03-03 09:48:12.854273,2022-03-03 09:48:12.854273
76181,215,76182,2022-03-03 09:48:14.062483,2022-03-03 09:48:14.062483
76182,215,76183,2022-03-03 09:48:15.23755,2022-03-03 09:48:15.23755
76183,215,76184,2022-03-03 09:48:16.431788,2022-03-03 09:48:16.431788
76184,215,76185,2022-03-03 09:48:17.56493,2022-03-03 09:48:17.56493
76185,215,76186,2022-03-03 09:48:18.735644,2022-03-03 09:48:18.735644
77266,225,77267,2022-03-03 10:09:52.059197,2022-03-03 10:09:52.059197
77267,225,77268,2022-03-03 10:09:53.235054,2022-03-03 10:09:53.235054
77268,225,77269,2022-03-03 10:09:54.401433,2022-03-03 10:09:54.401433
77269,225,77270,2022-03-03 10:09:55.595884,2022-03-03 10:09:55.595884
77270,225,77271,2022-03-03 10:09:56.728096,2022-03-03 10:09:56.728096
77271,225,77272,2022-03-03 10:09:57.98116,2022-03-03 10:09:57.98116
77272,225,77273,2022-03-03 10:09:59.107616,2022-03-03 10:09:59.107616
77273,225,77274,2022-03-03 10:10:00.277671,2022-03-03 10:10:00.277671
77274,225,77275,2022-03-03 10:10:01.412167,2022-03-03 10:10:01.412167
77275,225,77276,2022-03-03 10:10:02.83452,2022-03-03 10:10:02.83452
77276,225,77277,2022-03-03 10:10:03.985598,2022-03-03 10:10:03.985598
77277,226,77278,2022-03-03 10:10:05.183223,2022-03-03 10:10:05.183223
77278,226,77279,2022-03-03 10:10:06.368764,2022-03-03 10:10:06.368764
77279,226,77280,2022-03-03 10:10:07.598152,2022-03-03 10:10:07.598152
77280,226,77281,2022-03-03 10:10:08.761799,2022-03-03 10:10:08.761799
77281,226,77282,2022-03-03 10:10:09.9881,2022-03-03 10:10:09.9881
77282,226,77283,2022-03-03 10:10:11.136558,2022-03-03 10:10:11.136558
77283,226,77284,2022-03-03 10:10:12.330779,2022-03-03 10:10:12.330779
77284,226,77285,2022-03-03 10:10:13.478727,2022-03-03 10:10:13.478727
77285,226,77286,2022-03-03 10:10:14.66509,2022-03-03 10:10:14.66509
77286,226,77287,2022-03-03 10:10:15.902661,2022-03-03 10:10:15.902661
77287,226,77288,2022-03-03 10:10:17.113948,2022-03-03 10:10:17.113948
77288,226,77289,2022-03-03 10:10:18.28447,2022-03-03 10:10:18.28447
76186,215,76187,2022-03-03 09:48:19.939766,2022-03-03 09:48:19.939766
76187,215,76188,2022-03-03 09:48:21.146727,2022-03-03 09:48:21.146727
76188,215,76189,2022-03-03 09:48:22.293452,2022-03-03 09:48:22.293452
76189,215,76190,2022-03-03 09:48:23.479504,2022-03-03 09:48:23.479504
76190,215,76191,2022-03-03 09:48:24.629682,2022-03-03 09:48:24.629682
76191,215,76192,2022-03-03 09:48:25.882696,2022-03-03 09:48:25.882696
76192,215,76193,2022-03-03 09:48:27.059322,2022-03-03 09:48:27.059322
76193,215,76194,2022-03-03 09:48:28.20893,2022-03-03 09:48:28.20893
76194,215,76195,2022-03-03 09:48:29.403969,2022-03-03 09:48:29.403969
76195,215,76196,2022-03-03 09:48:30.543245,2022-03-03 09:48:30.543245
76196,215,76197,2022-03-03 09:48:31.772536,2022-03-03 09:48:31.772536
76197,215,76198,2022-03-03 09:48:32.927691,2022-03-03 09:48:32.927691
76198,215,76199,2022-03-03 09:48:34.137618,2022-03-03 09:48:34.137618
76199,215,76200,2022-03-03 09:48:35.307359,2022-03-03 09:48:35.307359
76200,215,76201,2022-03-03 09:48:36.481653,2022-03-03 09:48:36.481653
76201,215,76202,2022-03-03 09:48:37.682135,2022-03-03 09:48:37.682135
76202,215,76203,2022-03-03 09:48:38.878566,2022-03-03 09:48:38.878566
76203,215,76204,2022-03-03 09:48:40.067409,2022-03-03 09:48:40.067409
76204,215,76205,2022-03-03 09:48:41.28988,2022-03-03 09:48:41.28988
76205,215,76206,2022-03-03 09:48:42.546889,2022-03-03 09:48:42.546889
76206,215,76207,2022-03-03 09:48:43.7673,2022-03-03 09:48:43.7673
76207,215,76208,2022-03-03 09:48:44.929566,2022-03-03 09:48:44.929566
76208,215,76209,2022-03-03 09:48:46.17938,2022-03-03 09:48:46.17938
76209,215,76210,2022-03-03 09:48:47.425755,2022-03-03 09:48:47.425755
76210,215,76211,2022-03-03 09:48:48.618831,2022-03-03 09:48:48.618831
76211,215,76212,2022-03-03 09:48:49.833778,2022-03-03 09:48:49.833778
76212,215,76213,2022-03-03 09:48:51.050984,2022-03-03 09:48:51.050984
76213,215,76214,2022-03-03 09:48:52.273775,2022-03-03 09:48:52.273775
76214,215,76215,2022-03-03 09:48:53.439356,2022-03-03 09:48:53.439356
76215,215,76216,2022-03-03 09:48:54.678481,2022-03-03 09:48:54.678481
76216,215,76217,2022-03-03 09:48:55.817655,2022-03-03 09:48:55.817655
76217,215,76218,2022-03-03 09:48:57.011917,2022-03-03 09:48:57.011917
76218,215,76219,2022-03-03 09:48:58.190281,2022-03-03 09:48:58.190281
76219,215,76220,2022-03-03 09:48:59.385033,2022-03-03 09:48:59.385033
76220,215,76221,2022-03-03 09:49:00.709257,2022-03-03 09:49:00.709257
76221,215,76222,2022-03-03 09:49:01.926066,2022-03-03 09:49:01.926066
76222,215,76223,2022-03-03 09:49:03.194288,2022-03-03 09:49:03.194288
76223,215,76224,2022-03-03 09:49:04.381921,2022-03-03 09:49:04.381921
76224,215,76225,2022-03-03 09:49:05.636798,2022-03-03 09:49:05.636798
76225,215,76226,2022-03-03 09:49:06.835774,2022-03-03 09:49:06.835774
76226,215,76227,2022-03-03 09:49:08.042204,2022-03-03 09:49:08.042204
76227,215,76228,2022-03-03 09:49:09.312851,2022-03-03 09:49:09.312851
76228,215,76229,2022-03-03 09:49:10.627722,2022-03-03 09:49:10.627722
76229,215,76230,2022-03-03 09:49:11.903627,2022-03-03 09:49:11.903627
76230,215,76231,2022-03-03 09:49:13.143548,2022-03-03 09:49:13.143548
76231,215,76232,2022-03-03 09:49:14.372237,2022-03-03 09:49:14.372237
76232,215,76233,2022-03-03 09:49:15.559124,2022-03-03 09:49:15.559124
76233,215,76234,2022-03-03 09:49:16.755476,2022-03-03 09:49:16.755476
76234,215,76235,2022-03-03 09:49:17.946368,2022-03-03 09:49:17.946368
76235,215,76236,2022-03-03 09:49:19.179398,2022-03-03 09:49:19.179398
76236,215,76237,2022-03-03 09:49:20.33163,2022-03-03 09:49:20.33163
76237,215,76238,2022-03-03 09:49:21.571148,2022-03-03 09:49:21.571148
76238,215,76239,2022-03-03 09:49:22.761933,2022-03-03 09:49:22.761933
76239,215,76240,2022-03-03 09:49:24.014746,2022-03-03 09:49:24.014746
76240,215,76241,2022-03-03 09:49:25.217607,2022-03-03 09:49:25.217607
76241,215,76242,2022-03-03 09:49:26.441822,2022-03-03 09:49:26.441822
76242,215,76243,2022-03-03 09:49:27.584857,2022-03-03 09:49:27.584857
76243,215,76244,2022-03-03 09:49:28.782425,2022-03-03 09:49:28.782425
76244,215,76245,2022-03-03 09:49:30.028418,2022-03-03 09:49:30.028418
76245,215,76246,2022-03-03 09:49:31.2589,2022-03-03 09:49:31.2589
76246,215,76247,2022-03-03 09:49:32.475334,2022-03-03 09:49:32.475334
76247,215,76248,2022-03-03 09:49:33.621387,2022-03-03 09:49:33.621387
76248,215,76249,2022-03-03 09:49:34.859293,2022-03-03 09:49:34.859293
76249,215,76250,2022-03-03 09:49:36.079512,2022-03-03 09:49:36.079512
76250,215,76251,2022-03-03 09:49:37.254366,2022-03-03 09:49:37.254366
76251,215,76252,2022-03-03 09:49:38.395615,2022-03-03 09:49:38.395615
76252,215,76253,2022-03-03 09:49:39.591619,2022-03-03 09:49:39.591619
76253,215,76254,2022-03-03 09:49:40.756255,2022-03-03 09:49:40.756255
76254,215,76255,2022-03-03 09:49:42.021817,2022-03-03 09:49:42.021817
76255,215,76256,2022-03-03 09:49:43.261853,2022-03-03 09:49:43.261853
76256,215,76257,2022-03-03 09:49:44.515858,2022-03-03 09:49:44.515858
76257,215,76258,2022-03-03 09:49:45.663049,2022-03-03 09:49:45.663049
76258,215,76259,2022-03-03 09:49:46.863444,2022-03-03 09:49:46.863444
76259,215,76260,2022-03-03 09:49:48.031569,2022-03-03 09:49:48.031569
76260,215,76261,2022-03-03 09:49:49.224215,2022-03-03 09:49:49.224215
76261,215,76262,2022-03-03 09:49:50.51533,2022-03-03 09:49:50.51533
76262,215,76263,2022-03-03 09:49:51.693732,2022-03-03 09:49:51.693732
76263,215,76264,2022-03-03 09:49:52.925395,2022-03-03 09:49:52.925395
76264,215,76265,2022-03-03 09:49:54.129083,2022-03-03 09:49:54.129083
76265,215,76266,2022-03-03 09:49:55.34187,2022-03-03 09:49:55.34187
76266,215,76267,2022-03-03 09:49:56.515338,2022-03-03 09:49:56.515338
76267,215,76268,2022-03-03 09:49:57.706501,2022-03-03 09:49:57.706501
76268,215,76269,2022-03-03 09:49:58.908592,2022-03-03 09:49:58.908592
76269,215,76270,2022-03-03 09:50:00.186488,2022-03-03 09:50:00.186488
76270,215,76271,2022-03-03 09:50:01.398091,2022-03-03 09:50:01.398091
76271,215,76272,2022-03-03 09:50:02.815186,2022-03-03 09:50:02.815186
76272,215,76273,2022-03-03 09:50:04.018268,2022-03-03 09:50:04.018268
76273,215,76274,2022-03-03 09:50:05.246183,2022-03-03 09:50:05.246183
76274,215,76275,2022-03-03 09:50:06.432047,2022-03-03 09:50:06.432047
76275,215,76276,2022-03-03 09:50:07.629102,2022-03-03 09:50:07.629102
76276,215,76277,2022-03-03 09:50:08.881382,2022-03-03 09:50:08.881382
76277,216,76278,2022-03-03 09:50:10.115708,2022-03-03 09:50:10.115708
76278,216,76279,2022-03-03 09:50:11.272879,2022-03-03 09:50:11.272879
76279,216,76280,2022-03-03 09:50:12.441171,2022-03-03 09:50:12.441171
76280,216,76281,2022-03-03 09:50:13.597171,2022-03-03 09:50:13.597171
76281,216,76282,2022-03-03 09:50:14.727308,2022-03-03 09:50:14.727308
76282,216,76283,2022-03-03 09:50:15.889807,2022-03-03 09:50:15.889807
76283,216,76284,2022-03-03 09:50:17.051033,2022-03-03 09:50:17.051033
76284,216,76285,2022-03-03 09:50:18.181628,2022-03-03 09:50:18.181628
76285,216,76286,2022-03-03 09:50:19.367764,2022-03-03 09:50:19.367764
77289,226,77290,2022-03-03 10:10:19.472389,2022-03-03 10:10:19.472389
77290,226,77291,2022-03-03 10:10:20.684564,2022-03-03 10:10:20.684564
77291,226,77292,2022-03-03 10:10:21.899682,2022-03-03 10:10:21.899682
77292,226,77293,2022-03-03 10:10:23.099381,2022-03-03 10:10:23.099381
77293,226,77294,2022-03-03 10:10:24.284744,2022-03-03 10:10:24.284744
77294,226,77295,2022-03-03 10:10:25.473932,2022-03-03 10:10:25.473932
77295,226,77296,2022-03-03 10:10:26.632579,2022-03-03 10:10:26.632579
77296,226,77297,2022-03-03 10:10:27.822618,2022-03-03 10:10:27.822618
77297,226,77298,2022-03-03 10:10:28.978524,2022-03-03 10:10:28.978524
